,Country Code,country,Region,date,land_area,human_capital_index,population,population_density,rural_population,Agricultural_land,forest_area,avg_precipitation,GDP_current_US,expense,military_expenditure,government_expenditure_on_education,government_health_expenditure,research_and_development_expenditure,tax_revenue,trade_in_services,central_goverment_debt,human_capital_index,control_of_corruption_estimate,renewvable_energy_consumption%,electric_power_consumption,Not_getting_Electricity,CO2_emisions,other_greenhouse_emisions,multidimensional_poverty_headcount_ratio%,inflation_annual%,real_interest_rate,risk_premium_on_lending,birth_rate,death_rate,life_expectancy_at_birth,goverment_effectiveness_estimate,doing_business,statistical_performance_indicators,individuals_using_internet,political_stability_estimate,rule_of_law_estimate,gini_index,voice_and_accountability_estimate,intentional_homicides
811,AZE,Azerbaijan,Europe & Central Asia,01 January 2015,82663.0,,9649341.0,116.7310768,4369801.0,47698.0,10778.87,447.0,53076244755.0,13156915902.91,2900551382.21,1566640871.99,691380861.21,117999109.99,8281572946.25,13116837000.81,,,-0.930738151,2.33,,0.0,31773.3,52141.63798,,4.027685737,28.94544185,,17.2,5.7,71.451,-0.218868449,,,7429992.57,-0.729565561,-0.699357688,,-1.552383304,2.139204419
816,AZE,Azerbaijan,Europe & Central Asia,01 January 2020,82646.0,0.577767551,10093121.0,122.1247368,4400904.0,47801.0,11317.7,447.0,42693000000.0,14486365292.03,2301364027.79,1849482041.18,678512941.27,95781747.63,6483176471.69,8081849998.29,9473576469.46,0.577767551,-1.057083011,1.23,,0.0,34305.0,55351.99383,,2.75980947,26.53682128,,12.5,7.5,66.868,-0.116941825,,,8538779.94,-0.839061499,-0.716367126,,-1.54236412,2.236277062
922,BHR,Bahrain,Middle East & North Africa,01 January 2000,710.0,,711442.0,1002.030986,82726.0,92.0,3.7,83.0,9062898936.0,1880053191.22,359042236.1,,214898127.32,,338297872.36,1737935441.43,2333244680.54,,0.360480934,0.0,18697.23744,0.0,15876.5,25623.79391,,-0.704852953,-14.14585643,5.04373053,20.739,2.595,75.496,0.551933765,,,43780.24,0.056266963,0.280279636,,-1.056879878,
927,BHR,Bahrain,Middle East & North Africa,01 January 2005,740.0,,901921.0,1218.812162,104424.0,87.0,4.45,83.0,15968723404.0,,513295626.21,531758477.22,363607215.52,,,4571127912.86,,,0.383150041,0.0,21024.0143,0.0,20693.7,32238.91256,,2.586206897,-5.199029249,4.254353583,19.911,2.308,76.931,0.391059279,,,192142.85,0.014162739,0.597055912,,-0.743174851,
932,BHR,Bahrain,Middle East & North Africa,01 January 2010,762.0,0.604912281,1213645.0,1592.709974,137943.0,86.0,5.2,83.0,25713271277.0,,842818277.16,820253368.39,685583463.86,,,6138297873.66,,0.604912281,0.179316193,0.0,18442.79011,0.0,25965.7,40906.21441,,1.961884683,-0.180215876,6.416458333,15.845,1.883,78.748,0.4516038,,,667504.75,-0.493476391,0.42974022,,-0.965909421,0.164792903
937,BHR,Bahrain,Middle East & North Africa,01 January 2015,778.0,,1362142.0,1750.825193,149849.0,86.0,6.0,83.0,31050638298.0,,1438537993.4,830461754.89,1004737451.41,,,15704787233.55,,,0.134317711,0.0,,0.0,30492.4,48874.34031,,1.848627424,15.88629145,,15.791,2.109,79.405,0.557333231,,,1273307.2,-1.073540211,0.421636015,,-1.313060999,0.220241355
942,BHR,Bahrain,Middle East & North Africa,01 January 2020,785.0,0.652472019,1477469.0,1882.126115,155046.0,86.0,7.0,83.0,34621807713.0,,1410630024.64,745078619.12,1025215409.74,,,,,0.652472019,-0.069731437,0.0,,0.0,32470.2,54151.41004,,-2.317706293,,,12.621,2.239,79.174,0.421904832,,,1472608.59,-0.617841721,0.484862119,,-1.453997374,0.0
985,BGD,Bangladesh,South Asia,01 January 2000,130170.0,,129193327.0,992.4969425,98716621.0,94000.0,19203.28,2666.0,53369787319.0,,724291620.57,1134150734.53,317282846.58,,,2463512405.39,,,-1.212082624,60.2,103.3644718,87851462.0,20686.7,111593.3328,,2.208256209,8.998203238,,28.956,6.855,65.779,-0.607652247,,,91778.19,-0.726261258,-0.991129994,33.4,-0.227924496,2.587594946
990,BGD,Bangladesh,South Asia,01 January 2005,130170.0,,140912590.0,1082.527387,103135334.0,93110.0,19043.35,2666.0,69442943089.0,5654480764.09,757549156.52,,372040095.39,,4955219284.2,3861436751.21,,,-1.406466603,50.66,173.7318149,78586951.0,32710.8,129652.4611,,7.046618162,5.764269122,,25.509,6.425,67.299,-0.917243719,,,340497.41,-1.863839388,-0.978551865,33.2,-0.569969237,2.549098
995,BGD,Bangladesh,South Asia,01 January 2010,130170.0,,148391139.0,1139.979558,103188230.0,92410.0,18883.42,2666.0,115279000000.0,10682041567.53,1522648141.73,,649908614.27,,9031746231.8,6834225227.33,,,-1.054080248,40.31,245.9041709,66390196.0,50487.6,158531.7681,,8.126676392,4.736123572,7.719166667,21.379,6.106,68.638,-0.752631783,,,5490472.14,-1.425789475,-0.801013291,32.1,-0.268090695,2.687491998
1000,BGD,Bangladesh,South Asia,01 January 2015,130170.0,,157830000.0,1212.491357,103681684.0,94242.4,18834.0,2666.0,195079000000.0,17568590145.55,2635458662.91,3652374640.12,907755999.63,,16578493910.17,10952720593.26,,,-0.81450671,31.12,,41031899.0,73156.9,187771.298,,6.19428023,5.512644317,5.948572222,19.158,5.776,70.491,-0.726373553,,,20360070.0,-1.212017894,-0.759843051,,-0.512037396,2.556548193
1005,BGD,Bangladesh,South Asia,01 January 2020,130170.0,0.464036435,167420951.0,1286.171553,103504655.0,99010.0,18834.0,2666.0,373902000000.0,30466732366.2,4867691278.28,7662065078.51,1773301164.21,,26178885916.55,13946438052.89,,0.464036435,-0.979526103,27.96,,6361996.0,85493.1,206570.3527,,5.691074747,4.289204994,3.527705556,18.053,5.816,71.968,-0.755047262,,,55031266.59,-0.922474504,-0.560531855,,-0.769074321,
1048,BRB,Barbados,Latin America & Caribbean,01 January 2000,430.0,,264657.0,615.4813953,175131.0,180.0,63.0,1422.0,3059500000.0,,,144281733.33,84587869.22,,,1467016012.62,,,1.519811511,7.91,,0.0,1188.1,3533.327615,,2.435813035,11.66464362,4.8975,13.955,9.47,74.089,1.380486727,,,10516.62,1.151199818,1.396225691,,1.264497519,7.556951073
1053,BRB,Barbados,Latin America & Caribbean,01 January 2005,430.0,,269477.0,626.6906977,180978.0,160.0,63.0,1422.0,3819500000.0,1073425143.65,,216552284.73,147879856.5,,1021133500.1,1776749475.93,2436521073.33,,1.410587668,6.38,,351.0,1326.1,3665.691605,,6.082187295,2.342734993,4.5425,13.371,9.218,74.89,1.290171266,,,141475.42,1.112918854,1.334750891,,0.949198723,10.76158633
1058,BRB,Barbados,Latin America & Caribbean,01 January 2010,430.0,,274711.0,638.8627907,187161.0,150.0,63.0,1422.0,4529928300.0,1556167847.58,,274259977.5,164017657.51,,1119495751.29,2002303961.57,4336326333.98,,1.476755738,6.41,,0.0,1481.5,3874.084949,,5.824218533,4.623297941,5.398333333,12.115,9.037,75.712,1.406175494,,,178836.86,1.06063664,1.074538469,,1.136577249,11.28458635
1063,BRB,Barbados,Latin America & Caribbean,01 January 2015,430.0,,278083.0,646.7046512,191185.0,110.0,63.0,1422.0,4724691200.0,1663986706.03,,254326337.53,151205676.81,,1197223753.87,2131137147.13,6682513620.06,,1.487837434,2.13,,0.0,1269.57,3742.935393,,-1.112789925,10.06585433,5.236666667,11.095,8.772,76.65,1.021855712,,,211648.97,1.135361314,1.090324402,,1.096554518,11.14775085
1068,BRB,Barbados,Latin America & Caribbean,01 January 2020,430.0,,280693.0,652.7744186,193142.0,100.0,63.0,1422.0,4671800000.0,,,142871589.8,175158071.17,,,,,,1.222869277,4.57,,0.0,1096.07,3656.467698,,,6.748763652,7.55,10.859,8.973,77.393,0.482354999,,,231455.09,1.1284163,0.3313151,,1.129210949,14.60670555
1111,BLR,Belarus,Europe & Central Asia,01 January 2000,202848.0,,9979610.0,49.19747791,2996577.0,92520.0,82730.0,618.0,12736856828.0,3227540548.77,171563442.81,789254615.92,529118099.42,91972845.57,2117468631.3,1564499999.44,1912369231.82,,-0.504357815,5.65,2996.309475,1097919.0,52967.5,82356.8548,,168.6202359,-41.22954902,,9.4,13.5,68.91219512,-0.721570194,,,185660.48,0.139502242,-1.100583553,31.2,-1.312422276,9.876680431
1116,BLR,Belarus,Europe & Central Asia,01 January 2005,202833.0,,9663915.0,47.64468799,2671686.0,89490.0,84515.0,618.0,30210091837.0,9138783184.0,452684068.22,1773643510.67,1366211510.9,204981522.38,6087229667.03,3483299999.19,1984869673.53,,-0.723230779,6.83,3245.372088,818961.0,56464.6,86179.88216,,10.33887945,-6.399671342,,9.3,14.5,68.85121951,-1.133684516,,,,0.360231072,-1.155784011,27.6,-1.766817331,
1121,BLR,Belarus,Europe & Central Asia,01 January 2010,202902.0,,9483836.0,46.74096855,2402066.0,88980.0,86300.0,618.0,57231904543.0,17288316364.54,767699285.93,2987528221.2,2202981526.87,382955858.32,9341070027.96,7859100000.69,10819832189.81,,-0.633431315,7.29,3566.173013,533459.0,61443.7,94199.51744,,7.735748043,-1.863419192,,11.4,14.5,70.40487805,-1.188547492,,,3015859.85,-0.094990097,-1.072440624,28.6,-1.555072069,4.120670072
1126,BLR,Belarus,Europe & Central Asia,01 January 2015,202978.0,,9461076.0,46.61133719,2158923.0,85742.0,86335.0,618.0,56454895055.0,15869719288.59,709910346.11,2702789353.35,2081346366.57,282268821.88,8001388695.2,11104699998.93,21225967107.31,,-0.289550424,6.82,,248516.0,54871.3,88193.48911,,13.53448976,1.775587384,,12.5,12.6,73.62439024,-0.447351336,,,5887661.74,0.110016517,-0.861530781,25.6,-1.465073943,3.360613751
1131,BLR,Belarus,Europe & Central Asia,01 January 2020,202980.0,0.700078189,9379952.0,46.21121293,1924485.0,82810.0,87676.0,618.0,61371755326.0,18367424658.03,720608593.45,3039405373.29,2786821108.01,336912515.39,7378669189.86,13634600001.86,,0.700078189,-0.110224746,8.39,,0.0,54801.5,87868.32147,,5.548143575,-2.543290175,,9.47,16.553,72.45721951,-0.798498213,,,7981205.35,-0.895924509,-1.053738832,24.4,-1.454194069,
1174,BEL,Belgium,Europe & Central Asia,01 January 2000,30280.0,,10251250.0,338.5485469,294313.0,13896.0,6673.0,847.0,236792000000.0,100955919955.48,3175878636.75,,14117205707.9,4584743046.11,64584405561.17,,259636442135.03,,1.446859002,1.44,8247.677113,0.0,117274.6,138266.4483,,2.544517762,,,11.4,10.2,77.72195122,1.659194231,,,3017116.29,1.129811168,1.313934088,33.1,1.366504431,2.065402631
1179,BEL,Belgium,Europe & Central Asia,01 January 2005,30280.0,,10478617.0,346.0573646,272130.0,13830.0,6785.85,847.0,385715000000.0,167905263662.24,4210310877.71,22355500681.57,26612350843.47,6906651191.79,98246740239.5,109723280280.88,373196917408.41,,1.377162457,2.44,8509.997073,0.0,110960.2,129912.637,,2.781432637,,,11.4,9.9,78.9804878,1.706026554,,,5849164.01,0.793774188,1.257640839,29.3,1.420762181,
1184,BEL,Belgium,Europe & Central Asia,01 January 2010,30280.0,0.752726853,10895586.0,359.8278071,255937.0,13557.0,6898.7,847.0,481421000000.0,209801209536.86,5221650365.75,31015982344.87,37449582550.47,9926323853.99,117795257340.79,185869134706.88,448715444837.02,0.752726853,1.473829985,6.25,8393.949623,0.0,106872.8,124908.4666,20.8,2.189299204,,,11.9,9.7,80.18292683,1.654006839,,,8171689.5,0.810646176,1.417852521,28.4,1.360686898,
1189,BEL,Belgium,Europe & Central Asia,01 January 2015,30280.0,,11274196.0,372.3314399,239464.0,13280.0,6893.0,847.0,462336000000.0,192306720532.68,4203948208.16,29827930832.39,38198831223.71,11226303894.01,112599795929.24,213274212473.55,502056712991.23,,1.511199117,9.42,,0.0,95096.0,111403.0469,21.1,0.561429153,,,10.8,9.8,80.99268293,1.556387544,,,9589035.36,0.587094605,1.483211756,27.7,1.387459874,
1194,BEL,Belgium,Europe & Central Asia,01 January 2020,30280.0,0.760419667,11538604.0,381.0635403,221657.0,13646.09,6893.0,847.0,525213000000.0,231699591010.84,5489015206.99,35241792499.58,46007768406.4,18262706598.82,115840943460.47,239904172749.4,627526017618.55,0.760419667,1.47522223,12.28,,0.0,85364.1,100063.4878,18.9,0.740791812,,,9.9,11.0,80.69512195,1.116143942,,,10560870.73,0.543469667,1.360301852,26.0,1.282461047,
1237,BLZ,Belize,Latin America & Caribbean,01 January 2000,22810.0,,240406.0,10.53950022,131266.0,1490.0,14593.0,1705.0,1116000000.0,148685500.04,9544613.3,56117278.63,20667955.4,,148338500.04,284384424.24,,,-0.042195026,34.55,,50485.0,425.2,702.732203,,3.067439669,14.52961165,10.095,30.388,5.858,68.564,0.364934474,,,14337.42,0.184220716,0.098326825,,0.975879788,17.05448283
1242,BLZ,Belize,Latin America & Caribbean,01 January 2005,22810.0,,280375.0,12.291758,153329.0,1520.0,14253.45,1705.0,1461500000.0,274361500.04,14049606.62,,34565830.54,,237372999.99,465744323.92,1027347000.0,,-0.201737866,31.01,,46343.0,435.3,819.656522,,-1.104310444,11.01437135,11.035,26.673,5.51,69.376,0.14943254,,,47663.75,0.104911745,-0.048588708,,0.688429117,28.88987963
1247,BLZ,Belize,Latin America & Caribbean,01 January 2010,22810.0,,322106.0,14.1212626,176424.0,1570.0,13913.9,1705.0,1738500000.0,344912000.06,19361177.06,116823026.57,65147173.67,,329671999.95,516237584.71,1120036500.06,,-0.023574317,32.93,,32477.0,531.2,1214.451168,,0.917977379,11.46698498,10.8448,22.533,4.66,72.272,-0.261475742,,,90833.89,0.070427686,-0.281174034,,0.685301244,40.04886583
1252,BLZ,Belize,Latin America & Caribbean,01 January 2015,22810.0,,359871.0,15.7768961,196468.0,1700.0,13328.3,1705.0,2210500000.0,452145129.61,25284940.44,151864667.72,88634498.96,,432164951.52,717090246.98,,,-0.179022163,30.32,,29509.0,675.1,1449.138697,,-0.861584009,10.29532623,10.21095993,21.709,4.7,73.187,-0.60754776,,,149670.35,0.043097582,-0.775928319,,0.578148723,33.06740471
1257,BLZ,Belize,Latin America & Caribbean,01 January 2020,22810.0,,394921.0,17.31350285,213159.0,1720.0,12770.5,1705.0,2080000000.0,,35686572.25,156598623.67,103478857.46,,,596257156.35,,,-0.168403774,30.2,,12607.0,687.6,1573.319685,,0.121434645,9.393759281,7.464166667,17.881,5.244,72.854,-0.568718016,,,235003.23,0.517693102,-0.802425146,,0.525966644,25.8279831
1300,BEN,Benin,Sub-Saharan Africa,01 January 2000,112760.0,,6998023.0,62.06121852,4315471.0,31950.0,41351.5,1039.0,3519991440.0,,14532365.69,74400654.49,28408654.82,,,329838593.14,,,-0.7009179,70.29,57.01610298,5491046.0,1424.5,7029.108436,,4.165404423,,,41.672,11.964,56.578,-0.396729678,,,15762.9,0.799652576,-0.181523725,,0.412923425,
1305,BEN,Benin,Sub-Saharan Africa,01 January 2005,112760.0,,8149419.0,72.2722508,4845400.0,34840.0,38851.5,1039.0,6567654959.0,,44723804.96,174481582.79,44847796.05,,,475186393.93,,,-0.871326268,59.2,72.27509102,6022272.0,2899.6,8615.392754,,5.364520858,3.596098155,,40.926,11.337,57.125,-0.659076095,,,103581.68,0.449746281,-0.534019768,,-0.029964076,
1310,BEN,Benin,Sub-Saharan Africa,01 January 2010,112760.0,0.365584791,9445710.0,83.76826889,5375270.0,36500.0,36351.5,1039.0,9535345011.0,,,350897838.28,69076623.34,,,892025299.58,,0.365584791,-0.665382147,47.19,92.95225028,6215277.0,4825.1,10475.73048,,2.207835325,4.195490191,,39.332,10.461,58.363,-0.614182591,,,295650.72,0.261260122,-0.673685908,,0.314489126,
1315,BEN,Benin,Sub-Saharan Africa,01 January 2015,112760.0,,10932783.0,96.95621674,5937048.0,39500.0,33851.5,1039.0,11388160997.0,,90932723.74,361344078.77,66671771.04,,,921368271.09,,,-0.534361541,49.94,,7694493.0,5505.6,12117.32083,,0.218785924,4.266334386,,39.022,9.857,59.377,-0.651237786,,,1230483.4,-0.013513958,-0.53855902,47.8,0.294565856,
1320,BEN,Benin,Sub-Saharan Africa,01 January 2020,112760.0,0.400290728,12643123.0,112.1241841,6521955.0,39500.0,31351.5,1039.0,15651545209.0,,73661636.8,470119197.19,135950190.35,,,1300229473.58,,0.400290728,-0.033246532,46.2,,7461221.0,7980.4,16190.53196,,3.022721197,3.557093414,,37.114,9.364,60.088,-0.260536432,,,3569046.68,-0.425504684,-0.72832197,,-0.070341714,
1426,BTN,Bhutan,South Asia,01 January 2000,39800.0,,587207.0,14.75394472,437951.0,5780.0,26060.0,2200.0,424448931.0,84253777.75,,24561840.34,15036652.96,,43992643.33,,171818518.7,,0.574339628,91.4,,404292.0,388.84,1057.92629,,4.012120811,8.057557546,,25.58,8.368,62.01,0.618822575,,,2354.37,0.491936684,0.130426154,,-1.112356544,3.065358553
1431,BTN,Bhutan,South Asia,01 January 2005,38117.0,,663323.0,17.40228769,457925.0,5930.0,26556.45,2200.0,796938572.0,161773175.65,,58074108.4,21055787.46,,68347589.77,,651279076.68,,0.87191695,91.67,,266602.0,395.42,1104.700982,,5.312631046,8.118035159,,22.0,7.473,65.805,0.357050955,,,25518.74,1.284487367,0.332806766,,-1.072155476,1.65831729
1436,BTN,Bhutan,South Asia,01 January 2010,38117.0,,705516.0,18.50922161,460046.0,5200.0,27052.9,2200.0,1547990907.0,344113560.04,,63850447.04,39693386.09,,208383301.21,209054895.67,870154036.41,,0.938382149,90.8,,188493.0,493.18,1163.286839,,7.036383161,7.616463931,,19.541,6.808,68.43,0.596895039,,,95950.18,0.742221653,0.161859259,,-0.416917324,2.26784207
1441,BTN,Bhutan,South Asia,01 January 2015,38117.0,,743274.0,19.49980324,455790.0,5256.0,27151.8,2200.0,2003596824.0,391865269.27,,125689426.49,55893151.87,,265717784.59,320500673.53,1773236968.98,,1.02705121,86.68,,34490.0,1042.1,1661.129528,,4.548143951,10.94929141,,17.152,6.759,70.343,0.452153057,,,295823.05,0.974714994,0.569636941,,-0.034806281,1.614478644
1446,BTN,Bhutan,South Asia,01 January 2020,38140.0,0.475297034,772506.0,20.25448348,445612.0,5130.0,27250.8,2200.0,2325185521.0,591696688.62,,137218910.64,79295785.55,,301907756.62,360260452.94,2728134575.07,0.475297034,1.662710428,88.39,,0.0,1035.2,1630.8557,,5.629365226,6.320170266,,12.65,6.545,71.609,0.445312023,,,616999.37,1.023679614,0.609661877,,0.153539494,2.459527822
1489,BOL,Bolivia,Latin America & Caribbean,01 January 2000,1083300.0,,8592656.0,7.931926521,3283512.0,371430.0,551013.9,1146.0,8397855937.0,1726065833.66,173245349.48,,204237251.27,24138797.27,1035523061.74,798611999.95,5047883831.09,,-0.483501077,29.79,407.4409589,2580972.0,8108.1,31098.26178,,4.608229989,27.94839572,23.6025,29.717,9.826,62.346,-0.309992284,,,123971.71,-0.237061173,-0.368222207,61.6,0.189972907,
1494,BOL,Bolivia,Latin America & Caribbean,01 January 2005,1083300.0,,9377388.0,8.65631681,3359918.0,369620.0,540937.0,1146.0,9549122313.0,2481163066.47,163958852.47,,262953818.27,,1548405853.16,1339120866.77,,,-0.741979063,25.07,469.2138152,2973738.0,9883.0,38933.7704,,5.393231069,10.07566894,11.65127812,27.424,8.554,64.386,-0.699732721,,,490210.83,-0.971029878,-0.765424848,58.5,-0.156710431,
1499,BOL,Bolivia,Latin America & Caribbean,01 January 2010,1083300.0,,10223270.0,9.437154989,3431952.0,375160.0,530860.1,1146.0,19649724656.0,,335599691.95,1534643484.43,600749691.8,,,1856507901.94,,,-0.458648711,19.93,586.3094685,1231657.0,14702.2,48348.32776,,2.503276058,1.041041528,9.839983175,25.749,7.66,66.162,-0.502368271,,,2290012.48,-0.415407211,-1.029790163,,-0.039241143,
1504,BOL,Bolivia,Latin America & Caribbean,01 January 2015,1083300.0,,11090085.0,10.23731653,3505243.0,376610.0,520272.2,1146.0,33000198249.0,,580617340.01,2950217584.86,1421137945.0,,,4078646190.31,,,-0.694146633,14.22,,940126.0,20002.9,54381.51228,,4.059610411,13.3088029,7.499164908,23.74,7.216,67.318,-0.651217341,,,4157672.87,-0.268487215,-1.151862383,46.7,-0.004657394,4.896265227
1509,BOL,Bolivia,Latin America & Caribbean,01 January 2020,1083300.0,,11936162.0,11.01833472,3566167.0,377870.0,508337.6,1146.0,36629843806.0,,483174955.41,3603444326.26,2069122126.2,,,2173469582.76,,,-0.824403942,16.86,,331608.0,18375.3,55203.08943,,0.940742153,9.62509692,,22.056,9.3,64.467,-0.702078521,,,7154547.62,-0.459805071,-1.207151532,43.6,-0.083516799,3.493585291
1552,BIH,Bosnia and Herzegovina,Europe & Central Asia,01 January 2000,51200.0,,4179350.0,81.62792969,2407974.0,21300.0,21116.5,1028.0,5567774049.0,,,,227395650.85,,,713113695.26,,,-0.595849037,19.35,1822.29294,41828.0,13955.1,18656.89406,,,,,10.068,8.358,74.496,-1.057379365,,,45260.72,-0.528393328,-0.602258623,,-0.108343385,2.368789405
1557,BIH,Bosnia and Herzegovina,Europe & Central Asia,01 January 2005,51200.0,,4094297.0,79.96673828,2294239.0,21570.0,21071.55,1028.0,11222796197.0,3660570125.43,173304625.05,,554466128.08,3026788.02,2231775658.63,1424516228.03,,,-0.232808679,19.73,2197.691081,37443.0,16225.4,20874.0118,,,3.223953257,,9.582,9.242,75.42,-0.766192019,,,873178.48,-0.500624359,-0.519786179,,0.213584736,
1562,BIH,Bosnia and Herzegovina,Europe & Central Asia,01 January 2010,51200.0,,3811088.0,74.4353125,2074833.0,21440.0,21026.6,1028.0,17176320823.0,6726821976.31,219915554.05,,1054431638.53,,3381274934.64,2242482375.23,,,-0.336401552,19.57,3068.152716,19281.0,20842.5,26070.97531,,1.996212367,6.39214699,,9.492,9.499,77.073,-0.737868011,,,1629240.12,-0.693730175,-0.355648875,,-0.082449205,1.469396666
1567,BIH,Bosnia and Herzegovina,Europe & Central Asia,01 January 2015,51200.0,,3524324.0,68.83445313,1861795.0,21760.0,21605.0,1028.0,16404352156.0,5984013651.31,164144202.62,,1061862248.6,35859914.63,3231659021.73,2253155527.98,,,-0.391407371,25.25,,10573.0,19629.0,24906.99761,,-1.036023034,4.363562765,,8.842,12.011,76.182,-0.589775622,,,1853794.42,-0.402437001,-0.244013503,,-0.098089233,1.617331437
1572,BIH,Bosnia and Herzegovina,Europe & Central Asia,01 January 2020,51200.0,0.579684079,3318407.0,64.81263672,1691724.0,22160.0,21879.1,1028.0,20226030731.0,7759001889.89,171025653.58,,1382603423.95,41693939.14,3792511165.35,1986300498.95,9186994225.78,0.579684079,-0.620458722,37.71,,0.0,20946.8,26053.3501,,-1.051296008,3.00786242,,8.611,14.094,76.225,-1.043453574,,,2429463.93,-0.443297356,-0.290586531,,-0.321430176,1.295802279
1615,BWA,Botswana,Sub-Saharan Africa,01 January 2000,566730.0,,1726985.0,3.04728001,807901.0,259510.0,176207.0,416.0,5788329609.0,,184719660.63,,188355458.0,,,872187617.07,,,0.858368933,38.46,1099.604224,1269055.0,4033.8,13640.71335,,8.601485149,1.145825237,,28.961,13.128,51.011,0.420466751,,,50128.62,1.074352503,0.577083766,,0.674277008,
1620,BWA,Botswana,Sub-Saharan Africa,01 January 2005,566730.0,,1892807.0,3.339874367,833895.0,258150.0,170292.0,416.0,9918907108.0,,283482780.25,1059199404.69,284292449.23,52853886.53,,1425515415.13,,,1.160792708,33.0,1392.11235,1183807.0,4278.6,10725.35266,,8.610225285,0.230180569,,28.404,12.568,52.61,0.58188504,,,61753.85,1.063572526,0.541108727,,0.594607651,15.37399217
1625,BWA,Botswana,Sub-Saharan Africa,01 January 2010,566730.0,0.36771211,2091664.0,3.690759268,786215.0,258610.0,164377.0,416.0,12637273429.0,4235458977.59,344600587.79,,455834029.89,,3018206039.26,1592582993.38,2765831201.69,0.36771211,1.003351092,29.41,1483.029779,1003296.0,3371.7,20889.94268,,6.948876587,3.505910613,,27.898,8.93,60.013,0.386874497,,,125499.84,0.991209805,0.596930504,,0.455533385,14.48607078
1630,BWA,Botswana,Sub-Saharan Africa,01 January 2015,566730.0,,2305171.0,4.067494221,757133.0,258616.0,158462.0,416.0,13530749290.0,4227424743.93,359954000.57,1056279292.61,559520902.08,,3560088820.84,2030804208.96,2582611095.57,,0.813294947,25.59,,872968.0,6949.712,12082.93249,,3.062031696,4.068311766,,26.409,7.435,63.818,0.479426295,,,860106.56,1.042091846,0.506869674,53.3,0.450683594,
1635,BWA,Botswana,Sub-Saharan Africa,01 January 2020,566730.0,0.414028496,2546402.0,4.493148413,741589.0,258620.0,152547.0,416.0,14960291541.0,5065361895.58,479089848.7,1307529446.42,691429039.61,,3332352014.24,1668570332.96,2934622975.34,0.414028496,0.629279554,27.21,,717344.0,5763.687,12374.76398,,1.890359168,1.312712686,,24.195,6.95,65.647,0.199554354,,,1852457.04,1.02614224,0.406072527,,0.490897,8.678912442
1678,BRA,Brazil,Latin America & Caribbean,01 January 2000,8358140.0,,175873720.0,21.04220796,33078329.0,2283235.0,5510886.0,1782.0,655448000000.0,,11344009915.99,25883182870.26,22744999014.66,6865883528.33,,25574480790.53,,,0.013238784,42.66,1885.665465,9793683.0,313670.8,772340.1186,,7.044141059,48.5047282,38.32416667,19.841,6.399,69.737,0.043085087,,,5048780.78,0.184101626,-0.244871855,,0.301593602,25.7997614
1683,BRA,Brazil,Latin America & Caribbean,01 January 2005,8358140.0,,186797334.0,22.34915113,32065630.0,2288420.0,5313346.5,1782.0,891634000000.0,,13588621576.54,39937001950.47,29827406714.26,8938274223.15,,39572756042.38,,,-0.15374814,46.13,2008.56721,5429240.0,331689.1,897371.1788,,6.869537209,44.63516886,36.62375,17.335,6.106,71.753,-0.161735713,,,39269931.4,-0.263379753,-0.475531459,56.3,0.45767951,25.47841509
1688,BRA,Brazil,Latin America & Caribbean,01 January 2010,8358140.0,0.532952487,196353492.0,23.49248661,30758775.0,2318342.0,5115807.0,1761.0,2208840000000.0,678145976212.27,34003037159.12,124772951622.81,79010499471.3,25620776419.97,314750333634.86,97848625493.7,1354433750312.66,0.532952487,0.043806359,46.81,2366.38012,2748949.0,397931.1,999924.9994,,5.038726901,29.11580552,29.06083333,15.492,6.199,73.182,-0.094215512,,,79817694.5,0.013475911,0.056414437,,0.571348906,26.63003314
1693,BRA,Brazil,Latin America & Caribbean,01 January 2015,8358140.0,,205188205.0,24.54950563,29198282.0,2354382.0,5038848.0,1761.0,1802210000000.0,665455586618.24,24609486701.1,112477003461.14,69454455126.66,24707036760.03,245634543469.08,113019241682.79,1217168552484.06,,-0.433242053,43.62,,593195.0,485344.1,1105478.108,,9.029901024,33.83234397,29.79838333,14.727,6.433,74.332,-0.232308552,,,119682077.17,-0.331458092,-0.166652888,51.9,0.458866268,28.35640577
1698,BRA,Brazil,Latin America & Caribbean,01 January 2020,8358140.0,0.551497936,213196304.0,25.50762538,27559886.0,2368788.01,4966196.0,1761.0,1476110000000.0,568024266079.93,20008231213.5,,68124774803.27,,187752156140.25,79685098308.63,1457066438452.14,0.551497936,-0.407126695,50.05,,633805.0,414138.8,1064709.126,,3.211768038,21.19717969,26.2813,13.078,7.42,74.009,-0.43761009,,,173419616.18,-0.431489855,-0.209849343,48.9,0.295445383,22.3840654
